A2HLOMXD15UQ5F,"{2509: 5, 291734: 5}"
A3NXCA4HZH57YR,"{2272: 5, 4538: 5, 81512: 5, 138897: 4, 161731: 5, 193460: 5, 224335: 5, 226032: 5, 305339: 5, 306797: 5, 336886: 5, 368850: 5, 392196: 5, 405243: 5, 418001: 5, 427629: 5, 431500: 5, 486915: 5, 497502: 1, 501380: 2, 503150: 5, 509775: 5, 513884: 1, 516919: 5}"
A2RHXBIJB97033,"{2272: 5, 339853: 4, 514865: 4}"
AHNDTX3S3W7FG,"{2278: 5, 372668: 5, 525626: 5}"
AUTKPXK5YEXNW,{2314: 1}
A15EN1KOZN8YYK,"{2314: 5, 83204: 3, 310399: 4}"
AMO8WEWDCUCIC,"{2319: 3, 18227: 4, 75004: 5, 205216: 5, 290507: 5, 315437: 5, 512465: 4}"
ADUWYQY7XPZG8,{2389: 5}
ARHYY6WX2C83Y,"{2389: 5, 70935: 4, 226181: 5, 451562: 1}"
A3KGQDYNZL2VL,"{2746: 4, 124178: 5}"
A33MJ0OUTM03RI,"{2425: 5, 31205: 5, 233333: 5}"
A3SAXFDAZNUNU2,{2475: 1}
A3OZQGMISIJK61,"{2761: 5, 134378: 5, 211672: 5, 332016: 5, 468634: 5}"
A2FZ4RT9POIDYL,"{2779: 4, 237345: 5, 248684: 5}"
A3DO3BWXUWUH2Q,"{2779: 5, 403996: 5}"
A3K7WFNNAXWXQO,"{2794: 5, 138784: 5, 276762: 5, 489412: 4}"
A3NIWLQ0WNGADN,"{2804: 5, 115457: 4, 343278: 4, 390218: 5, 422072: 4, 443154: 1, 447855: 5, 489132: 5}"
AGFEKZE2I0C5,"{2832: 5, 47685: 5, 145866: 5, 271483: 5}"
A1UQW33L8ME1X6,{2832: 5}
A21MKMK0GPSXZB,{5234: 5}
A192J2JWN81OIQ,"{2852: 4, 259407: 3, 405594: 3, 461976: 5}"
A19E89N2PDV8E6,{2852: 4}
A3EK7MS92V8TNS,{2852: 5}
ARB6UJR1EM28U,{2852: 5}
AZPFMHBQKW9JT,"{2852: 5, 90458: 5, 103756: 3}"
A37MQMIU21ID89,"{2857: 5, 50152: 5, 229493: 5, 237725: 5, 250450: 5, 328352: 5}"
AANIPJIFWXIJA,{2874: 4}
A3H7I249HK26NI,"{2881: 5, 5474: 5, 27408: 5, 29813: 5, 82079: 5, 101834: 5, 106393: 5, 121614: 5, 146640: 5, 164955: 5, 179609: 5, 195277: 5, 203176: 5, 224769: 1, 227222: 5, 235136: 5, 245489: 5, 245816: 1, 274030: 5, 278896: 5, 300190: 5, 337167: 5, 344795: 5, 347662: 5, 362965: 5, 394666: 5, 397096: 5, 400181: 5, 420815: 4, 441689: 5, 444287: 5, 444865: 5, 446985: 5, 452238: 5, 460271: 5, 465443: 5, 465482: 5, 467391: 3, 473233: 5, 477401: 5, 485567: 5, 513609: 5, 514414: 5}"
AVKOPUJTHR183,{5247: 2}
ABOZJJME5O1VM,{2904: 5}
A2CRCMWYLMSND6,{2919: 5}
A3LY41WULA82Y7,"{2949: 5, 13515: 1, 203538: 4, 213395: 5, 253413: 1, 306155: 5, 394330: 3, 423138: 4, 455494: 2, 468222: 1, 479681: 5, 519558: 3}"
A8CIFOCCN9G1P,"{2952: 4, 6625: 3, 11611: 5, 29351: 1, 41387: 4, 41488: 3, 45449: 1, 79668: 5, 85416: 5, 89299: 5, 108007: 1, 126302: 5, 134321: 2, 143687: 5, 177331: 3, 201169: 5, 202747: 1, 221656: 1, 229806: 1, 248866: 4, 282054: 4, 310702: 1, 311015: 1, 317370: 1, 331150: 5, 335458: 2, 343258: 4, 344715: 1, 391913: 1, 406059: 4, 407597: 5, 425766: 1, 493426: 1}"
A149RNR5RH19YY,"{2952: 4, 5533: 4, 7891: 5, 5706: 4, 16986: 4, 18655: 5, 19130: 4, 24443: 4, 25458: 4, 34484: 5, 34923: 4, 37787: 5, 42533: 3, 45344: 5, 47655: 5, 48076: 4, 50327: 5, 51604: 4, 58230: 5, 61198: 5, 63551: 4, 68578: 3, 68676: 4, 74135: 4, 76095: 4, 76735: 2, 84395: 4, 86978: 5, 97815: 4, 103650: 4, 103704: 4, 105868: 5, 106035: 5, 113463: 3, 121676: 4, 129608: 4, 130053: 4, 130824: 4, 132288: 4, 135036: 4, 140186: 5, 142024: 4, 147634: 4, 147650: 5, 145449: 4, 150622: 1, 155961: 5, 158561: 5, 161307: 4, 174299: 4, 177437: 5, 179333: 5, 184620: 3, 187517: 3, 194861: 4, 193344: 5, 193927: 4, 198318: 4, 202939: 4, 203232: 5, 212228: 4, 213660: 5, 213697: 4, 216087: 5, 216323: 2, 216599: 4, 223979: 4, 229434: 4, 234079: 4, 242427: 4, 244628: 4, 247705: 5, 248633: 4, 253023: 2, 255846: 3, 259002: 4, 261603: 4, 268616: 1, 268889: 4, 268909: 5, 271244: 5, 275923: 5, 281308: 4, 286644: 5, 286910: 1, 289372: 5, 289627: 4, 292845: 3, 294722: 4, 299848: 3, 299852: 4, 308520: 4, 317962: 4, 321049: 4, 328599: 3, 329018: 4, 331176: 5, 332125: 4, 339668: 5, 339989: 5, 346869: 4, 354507: 5, 354965: 4, 368041: 1, 369580: 4, 375818: 1, 375932: 4, 378806: 5, 381156: 4, 382942: 4, 386597: 4, 386888: 5, 388458: 5, 388888: 4, 391504: 5, 391133: 4, 394222: 5, 394270: 2, 396145: 5, 401958: 4, 402443: 4, 407483: 4, 410122: 4, 414974: 4, 418209: 3, 425771: 4, 431139: 4, 434105: 4, 439037: 4, 439872: 5, 446933: 3, 460082: 2, 462803: 4, 468026: 4, 471729: 5, 476056: 4, 476074: 4, 479544: 5, 484217: 3, 486345: 3, 487137: 4, 497018: 5, 500023: 4, 505104: 5, 513118: 5, 513150: 4, 519087: 4, 523147: 3, 525795: 4, 523697: 4}"
A2OQVKCMKLR8SE,"{2970: 1, 63066: 5, 70074: 3, 87747: 5, 101148: 5, 149497: 4, 159159: 5, 213949: 1, 217632: 1, 311418: 4, 416308: 1, 504094: 4, 515734: 5}"
A3MFNK4GTT6QI7,"{5259: 4, 150403: 3, 205737: 5, 312106: 5, 314103: 1, 315532: 5, 370829: 4, 375701: 5, 436253: 3, 525952: 1}"
A1ZZ1GKD06NGAA,"{5266: 4, 16005: 5, 110873: 2, 197745: 5, 211226: 5, 354553: 5}"
A2HFHIOPHYCTW,{3031: 5}
A35F6U0N7L1U5R,"{3031: 2, 10940: 1, 212426: 2}"
A2AC3YBM2JNPSO,{3036: 5}
A2N0ZJEWNW4ZLP,{3036: 4}
A23TK5PVK6WA8E,"{3036: 5, 73234: 5}"
A3F2T2EFW08L36,{3036: 5}
A2ULGUT90FMLUN,"{3036: 5, 57017: 5, 238708: 5}"
ABHI6C1F45ODF,"{3044: 5, 93992: 4, 364392: 5, 432202: 5, 462277: 5}"
A2SBZZ1HSR7WSP,"{3060: 4, 77765: 5, 190581: 5, 195133: 5, 222111: 5, 300151: 5, 410007: 5, 426036: 5, 444450: 1, 486463: 5}"
A2TG0NUZBBSX6H,"{3064: 5, 16356: 5, 22792: 5, 73923: 5, 90482: 5, 246638: 5, 286179: 5, 309383: 5, 314439: 5, 370013: 4, 424542: 1, 463351: 1}"
AM90EOQ50RDQM,"{5274: 4, 52738: 3, 113440: 5, 147717: 5, 171446: 1, 194683: 5, 335469: 5, 353432: 5, 478242: 5}"
A2BICSFCZ719DG,{5278: 4}
A2QRIAGC06TE7J,"{3096: 5, 10940: 2, 26899: 4, 50641: 5, 116170: 4, 129748: 5, 138084: 5, 148257: 5, 219128: 1, 222820: 4, 255698: 2, 256057: 5, 259199: 5, 309996: 5, 332016: 4, 355185: 5, 428927: 5, 473254: 5, 483929: 5, 490419: 5, 502911: 5, 515279: 5}"
A3RP2L55CAS7SZ,"{3132: 5, 233364: 5, 519534: 5}"
A24YB6OSU0410L,{3137: 5}
ANT2V283L2DUT,{3137: 5}
A12WBHJM13T1X2,{3137: 4}
A2H95E9V88JVXS,"{5287: 4, 124646: 5, 143851: 5, 320131: 4}"
A2D5KCTV2F6DWF,"{3169: 5, 11335: 5, 19292: 5, 29056: 5, 45379: 5, 87603: 5, 95135: 5, 101072: 5, 109235: 5, 116200: 5, 131927: 5, 168726: 5, 181783: 5, 179995: 1, 185109: 5, 224506: 1, 232826: 5, 242386: 5, 281349: 5, 281955: 5, 336835: 5, 341809: 5, 373509: 5, 423353: 5, 452519: 5, 503540: 5, 508681: 5, 510998: 5, 521079: 5}"
A3RDSAT7TJ8WCR,"{3178: 5, 391246: 5}"
A1ADJFSKQ3UEDJ,{5297: 5}
A3UACET1TJMSN2,{5297: 5}
A3A06T9YE3GAA,"{5300: 2, 55131: 5, 57189: 5, 110844: 2, 207497: 3, 208443: 4, 382599: 3, 399164: 5, 479728: 5, 499515: 2, 520460: 3}"
A1623K3TLSDPGV,"{3221: 4, 172888: 4}"
A16E87DK5V3C2L,{5301: 5}
A2YNLL1H3ZZLWT,"{3265: 1, 353655: 5, 382241: 5, 384302: 5}"
AXJ6FBNJ21JST,{3265: 5}
A2JNTIXY35X5GI,"{3265: 4, 107237: 5, 112576: 1, 178699: 4, 188451: 5, 202319: 5, 210282: 2, 225133: 4, 225919: 4, 241601: 4, 277290: 4, 290215: 5, 332648: 4, 333796: 4, 353218: 1, 367033: 3, 408197: 5, 516640: 5, 517080: 5}"
A35521S89XNLES,{3291: 5}
A436TYFQF9RES,"{3303: 3, 513499: 5}"
AKC0YFFZ9R2Y2,"{3305: 1, 101045: 4, 159618: 5, 188424: 1, 373269: 5, 376674: 5, 522096: 3}"
A18WMQORAMB2LY,"{3325: 5, 16356: 5, 85535: 3, 248726: 5, 251664: 5, 308932: 5, 394996: 5, 490306: 5}"
A3GD2L7VIYR4LS,{3350: 5}
A33UZGT13XHO7A,{3350: 5}
A9W6JPRALUNFH,"{3350: 5, 143731: 5}"
A1LHYO0S75WX8V,{3350: 5}
A2V6AHMM9WS12A,"{3350: 5, 4324: 2, 41679: 1, 53927: 1, 66623: 5, 114239: 5, 125018: 1, 131791: 5, 143641: 1, 146244: 3, 155003: 2, 157060: 1, 162340: 4, 169375: 5, 170533: 1, 212524: 5, 216621: 5, 250906: 5, 322970: 5, 353336: 5, 356237: 1, 389394: 1, 408987: 1, 414014: 5, 498352: 4}"
A11LD04HRX60OX,"{3350: 5, 6889: 3, 332753: 5, 342485: 4}"
A1INRZWV1VTL24,"{5319: 5, 284018: 2}"
A2GIJVZJ928QYA,"{3382: 5, 87132: 5, 229263: 5, 245845: 5}"
A2ZP5EPEEYJV97,{3427: 4}
A3RBHXDYXCX25A,{3515: 5}
A7Z84CM7KLPQA,{3528: 4}
AU53F1EBTSYLE,"{3540: 5, 172998: 5, 372711: 5, 451755: 5, 467738: 5}"
ATI8SYXI85QEH,{3558: 5}
A3IHW2NYBXIT4A,{3558: 5}
A2X8B2UN4S2USH,{3561: 3}
A2H7YZIB4NGR7,{3574: 4}
A1OXNICT03XTCK,"{3586: 5, 22050: 5}"
A15EMD0QBFTDC9,"{3596: 4, 510117: 4}"
AXNY7LAYNRXIC,"{3685: 4, 412117: 1}"
A15HDXJ066H6DZ,"{3719: 5, 85826: 5, 97574: 5, 107237: 5, 173647: 5, 178784: 5, 182583: 5, 202496: 3, 223003: 5, 240853: 5, 244649: 5, 247210: 5, 268684: 4, 303011: 5, 317442: 5, 318352: 5, 321269: 5, 329928: 5, 356020: 2, 366147: 5, 384915: 5, 385060: 5, 396145: 4, 423063: 5, 438062: 5, 483035: 5, 489169: 5}"
A2S821TB3KARS2,{3719: 5}
A1X9RT89C7OI7J,"{3719: 5, 159708: 1, 390191: 3}"
A3Q5IVI15X0HCW,{3719: 4}
A6H5FPT0RF8LB,{3719: 5}
A1J3DHPDP7NWGW,{3719: 5}
A1JN2LKRQX1J9P,"{3730: 1, 193253: 2, 222869: 3, 274340: 1, 305432: 5, 450100: 4, 495002: 3}"
A175RHEQ4F3ERN,{3730: 1}
A32VNTC2G6JSUF,"{3730: 5, 19816: 5, 24598: 5, 43544: 5, 64216: 5, 72612: 4, 103329: 5, 116735: 5, 157060: 2, 169925: 5, 222168: 5, 237783: 5, 248428: 1, 259199: 2, 267194: 5, 269285: 5, 298513: 5, 323792: 5, 334865: 1, 400015: 5, 406018: 3, 448222: 5, 450836: 5, 518879: 1}"
A2ZHF2AHBS3YPK,"{5360: 4, 68480: 4, 158287: 3, 218722: 4, 407224: 4, 417600: 4}"
A2SWBDZ3MRM29Z,"{3761: 5, 182794: 5, 409455: 5}"
A2SZVK6Z4Y5N9S,{3778: 1}
A2PXT6LD0EDIOS,{3778: 2}
A7EW37ZQSIV78,"{3809: 3, 7327: 5, 85507: 5, 148465: 4, 258040: 5, 331528: 5, 389845: 4}"
A1QNKBBUNXJ2BZ,"{3809: 5, 115268: 1, 257162: 5, 324563: 5, 442731: 5, 483929: 5}"
A1Y46RF148NXX6,"{3809: 5, 20041: 5, 92771: 5, 111290: 5, 138084: 5, 175437: 5, 193186: 5, 212244: 5, 277546: 5, 342410: 5, 421296: 5, 498002: 5}"
A1A027UELK4JZC,"{3813: 5, 10669: 5, 25498: 5, 54001: 5, 65983: 5, 70140: 5, 71471: 5, 81752: 5, 94277: 3, 117683: 4, 123226: 4, 155878: 5, 159479: 4, 183070: 4, 184618: 5, 187782: 5, 195156: 5, 229869: 5, 300482: 5, 367841: 5, 369337: 5, 400895: 3, 404294: 5, 409982: 5, 412974: 5, 432336: 2, 462169: 4, 463574: 4, 481879: 5, 486534: 5, 513250: 5}"
A2ESPO2JWM146S,{3867: 1}
A3ST6QU1KAGQSK,{3867: 1}
A2IDQKITP61HO4,"{3883: 5, 123702: 5, 204015: 5, 306112: 1, 308627: 1, 424574: 4}"
A11JHZASQN0AAA,"{3883: 4, 6067: 5, 8546: 4, 42641: 2, 54012: 5, 55968: 2, 69661: 5, 81487: 4, 134785: 4, 183606: 4, 209014: 5, 267154: 5, 332306: 4, 374912: 5, 379914: 1, 381729: 4, 422465: 4}"
A38QX0F5DR1G70,{3883: 4}
A15YTZ4Q43G39E,"{3891: 5, 274490: 5}"
A17S5M3N670YPB,{3906: 1}
AQ4G1PWWDDO9U,"{3962: 3, 34035: 5, 51837: 4, 57542: 1, 72602: 4, 77672: 3, 85507: 4, 94664: 5, 97700: 5, 157103: 4, 173938: 4, 173561: 5, 204428: 5, 209215: 4, 329390: 2, 377115: 3, 485376: 4, 488856: 2}"
A17H9SFFEYZBOY,{3969: 5}
A1ZUTW6NX4T5B4,{3969: 4}
A2Y02Q0942YUO6,{3978: 2}
A1DCC1Q3KZRCMG,{3978: 5}
ALYRWVQLLNS,{3991: 1}
A41TKRWA516TM,{4008: 1}
A2GS9YGUZ4ZOHR,"{4008: 5, 42582: 5, 183061: 5, 185729: 5, 418611: 5, 506190: 4}"
A34134CBSFXGE,{4014: 4}
AN0OHC2D0K4FE,{4027: 2}
A2NS8JLXYYJHMI,{4033: 5}
A32CGXI821NB1I,{5387: 4}
AVHIMAOMTI0PK,"{5387: 5, 483432: 5}"
A2BXVL1JW115LS,"{5387: 2, 10523: 2, 113542: 2, 127024: 3, 341411: 1, 457855: 5}"
A2EJPIBYOS7YVI,"{5389: 1, 210999: 1, 231859: 1, 396952: 1, 411822: 3}"
AFBYGMRCY60I2,{4072: 3}
A3H5TH1NOJYN8W,"{4082: 1, 17678: 1, 48973: 3, 59865: 4, 67244: 1, 85743: 5, 86264: 4, 139374: 5, 177883: 4, 190394: 4, 213096: 5, 377585: 4, 393551: 5}"
A3224NWF6UOOYF,"{5391: 5, 461349: 4}"
AK8K7Y2A3A6EL,{4112: 1}
AJSSN3SGGHKZB,"{4137: 4, 147346: 4, 189352: 4}"
A1XD4JQMJF4S4,"{4140: 4, 37628: 1, 61716: 5, 68487: 1, 72612: 1, 140640: 1, 177664: 3, 199520: 3, 201600: 2, 238930: 5, 350540: 3, 355971: 5, 383552: 5, 435090: 1}"
A2NA390ABCKGWX,"{4161: 5, 243869: 1, 481799: 1}"
A2MROOW2RK9JMU,"{4161: 4, 51587: 5, 99783: 5, 139377: 5, 147104: 5, 178353: 5, 232037: 5, 272593: 5, 275364: 5, 366976: 5, 427570: 5, 432906: 5, 512115: 5, 514471: 5, 525162: 2}"
A1M32MHSSYHH0O,{4161: 5}
A2G2W167LSL33B,{4161: 5}
AESPLVBQJCNC7,"{4171: 5, 43737: 5, 56258: 5, 77390: 5, 106298: 3, 124523: 5, 148705: 5, 162278: 5, 164185: 4, 215852: 5, 217472: 4, 251732: 5, 252586: 5, 253931: 5, 266192: 5, 267550: 5, 274167: 5, 287892: 5, 305509: 5, 309036: 5, 328640: 5, 352245: 2, 366578: 3, 381086: 5, 389593: 5, 397682: 4, 406821: 5, 409952: 5, 426080: 3, 444043: 5, 442037: 2, 474834: 5, 476995: 5, 490028: 5, 505953: 5}"
A372NHIR9UAITN,{4174: 5}
A1LXUHNWWMH5J3,"{4174: 3, 421804: 4, 441897: 5}"
A2PPIM5L36CMMK,"{4174: 5, 53753: 5, 177795: 4, 179623: 4, 180339: 5, 211999: 5, 216086: 1, 223827: 4, 250197: 5, 261926: 5, 268369: 5, 279409: 3, 312716: 2, 327511: 4, 346676: 5, 355237: 1, 359884: 5, 371057: 5, 447369: 5}"
A2FJ53JI5AN8BH,{4184: 5}
A2SOTVS3P7ZIBB,"{4190: 5, 10940: 5, 15247: 5, 243126: 4, 294725: 5, 340879: 4, 377000: 3, 416160: 4, 418648: 5, 442576: 2, 524192: 5}"
A32HSNCNPRUMTR,"{4193: 4, 4460: 5, 12700: 5, 14586: 4, 22081: 1, 38242: 4, 42356: 2, 47580: 2, 48299: 1, 51314: 1, 66049: 4, 67496: 4, 70156: 5, 75275: 2, 89369: 4, 97959: 5, 97697: 5, 103236: 1, 103953: 2, 116274: 5, 122824: 5, 123787: 4, 129413: 2, 130053: 5, 151276: 5, 151454: 4, 159636: 5, 165659: 2, 168789: 5, 169573: 3, 180339: 5, 180483: 1, 182522: 5, 183970: 2, 191137: 5, 207792: 2, 211416: 5, 214462: 5, 216692: 5, 226514: 1, 225639: 3, 234523: 5, 244574: 5, 257124: 3, 268449: 1, 284036: 5, 288727: 5, 294977: 5, 295848: 3, 300149: 4, 302273: 4, 300752: 1, 308987: 5, 309086: 4, 314103: 2, 319150: 3, 323703: 3, 324736: 4, 331970: 1, 332202: 5, 332306: 4, 350451: 5, 357294: 5, 370848: 5, 378231: 1, 390218: 4, 392498: 5, 400398: 5, 415101: 2, 421018: 5, 426741: 5, 428262: 4, 432140: 5, 462652: 5, 463220: 1, 463531: 5, 482888: 5, 485382: 4, 504036: 2, 511437: 4, 513348: 5, 513600: 3, 518957: 5, 523778: 5, 524085: 2, 525391: 5}"
A3BYQV1N0V7PHT,{4282: 3}
A2ANL85U9FFYM3,"{4282: 3, 219223: 1}"
A2KBPYY51TJJ4C,"{4282: 5, 8965: 1, 521771: 1}"
AMYU93IVNB8U8,"{4294: 5, 175152: 4, 224883: 5, 286807: 5, 347965: 3, 371220: 5, 436575: 4, 451356: 4, 519516: 4}"
AYE6YBXDFI8IX,"{4294: 5, 190396: 3, 371220: 3, 392422: 5}"
A1TZ9SGEEBXRJA,{4303: 1}
A3B0H017YP3TT5,{4306: 4}
A3UAI2FKBA7IC5,{4317: 4}
A3CHKNYPLE4QJK,"{4375: 3, 79441: 2, 316597: 5}"
A3VZ22HHIA2CGL,"{5400: 5, 14410: 5, 38535: 3, 129023: 5, 132305: 5, 137244: 5, 140635: 5, 144380: 5, 160119: 4, 165789: 4, 196504: 5, 207165: 5, 246577: 5, 246711: 5, 249924: 3, 327352: 1, 329390: 5, 335596: 4, 367721: 3, 383784: 5, 387386: 5, 398590: 5, 399355: 5, 457412: 5, 462298: 4, 483557: 5, 495624: 5, 505535: 5, 519755: 5}"
A3BM5V7218ACTT,{4418: 4}
A70HIVHT0VAOU,"{4440: 2, 167762: 1, 233247: 4}"
A1Y2K0YY0J4MB8,"{4449: 3, 277218: 1, 347776: 4, 461480: 1}"
A1VJG8RM11YA8S,"{4457: 5, 204015: 5, 294476: 5, 300158: 5, 336726: 4, 359910: 5, 443277: 5}"
A2BG1N1J4R84GM,"{4480: 5, 51408: 5, 61818: 5, 137753: 5, 166884: 5, 176171: 5, 200455: 5, 282337: 5, 375977: 5, 421571: 5, 439800: 5, 450903: 5, 463083: 5, 486992: 5}"
A2TEKT6SGTQZ19,"{4480: 2, 8381: 4}"
A3AZ28Z9OSP5AB,{4480: 3}
A2Z98DY5UHVSPD,"{4507: 2, 108007: 5, 182876: 5, 456007: 4, 457167: 3, 505738: 5}"
A90SU4Q04W4MG,{4507: 5}
AAMP772ZWFKY3,"{4507: 3, 333756: 5, 354942: 4, 415669: 4, 486710: 5}"
A4M7UEE2ZD9PT,"{4507: 5, 36692: 5, 286070: 5, 358608: 5}"
A1L6O1COJ9VRNC,{5404: 1}
A21P3SPYSHLF35,"{4538: 1, 17577: 5, 153736: 4}"
A33F7DKAPRAMM0,"{4538: 4, 17657: 4, 76592: 5, 91982: 5, 245618: 5}"
AW8FKGYP92N3O,{4538: 4}
A3H051OSZJXZNH,"{4538: 4, 53352: 1, 85667: 5, 402737: 5}"
A84HQ8WAA9L0W,"{4538: 4, 464471: 4}"
A2VT1SHV02NY41,{4545: 1}
A1O391J3ZZH6NI,"{4545: 2, 414669: 5}"
A1D5ZEWWP8DCW1,"{4545: 5, 332202: 5}"
A1W8E63LM9NVQJ,"{4545: 5, 41374: 5, 276134: 5}"
A1JUYZSX5D53WS,"{4545: 5, 67552: 5, 187026: 5, 220062: 1, 257094: 5}"
A3EG11K5FIW6QK,"{4545: 5, 272530: 5, 380091: 4}"
AFE1C0RRXYP1L,{4545: 5}
A3DF30GF5PTGL8,{4545: 1}
A3QJFH8EXRC0B3,"{4545: 1, 37726: 1, 274591: 5, 306428: 1, 479295: 5}"
A2IJXR75HR5OWZ,"{4545: 1, 246276: 3}"
A2X0VUUE6YPKX9,{4545: 1}
A328CX16PDJ0OQ,"{4567: 4, 405246: 1}"
A39I761U1DII8W,{5407: 5}
AWTLZS8RAYPIN,"{5410: 5, 84656: 1, 356240: 5, 362871: 2}"
AKPO0HSUM5ID6,"{4686: 1, 521231: 4}"
AKQ0ZDY7H5XAG,{4742: 2}
A2UVYP9FMMWWSL,"{4755: 3, 122918: 3}"
ASG4O0QDVG5KR,"{4779: 5, 29906: 5, 58549: 5, 157678: 5, 174020: 5, 178796: 5, 186109: 3, 263302: 5, 272530: 5, 319674: 5, 400669: 5, 408594: 3, 493138: 3, 497198: 2, 503647: 3, 520138: 5}"
A12YFP0IT6U09S,{4787: 4}
A5HE702APWPFX,"{4808: 1, 295903: 5, 477701: 1}"
A19G7H56EQSWJZ,{4818: 4}
A299O7I2SF2HXT,"{4823: 1, 90971: 3, 238574: 5, 515946: 4}"
A1A2TELLU30UUQ,"{4823: 4, 12645: 5, 24670: 5, 41387: 4, 101262: 5, 269457: 3, 273479: 3, 286634: 4, 322138: 4, 326487: 5, 354716: 5, 412401: 1, 448245: 5, 519961: 4}"
A29IOZXDKQK5AV,{4823: 2}
A1MCG0282NVF7S,"{4823: 5, 23572: 5, 57189: 5, 88378: 5, 113901: 3, 182735: 5, 189310: 5, 261946: 4, 398210: 5, 401548: 4, 417339: 5, 435157: 5, 462314: 5}"
A3404RCIEDSR8G,"{4823: 5, 51852: 1, 177190: 5, 486978: 5}"
A1K363PBKVPXZK,{4823: 5}
A38O08J583U7WA,"{4823: 5, 10051: 5, 12609: 5, 15978: 5, 40284: 5, 98811: 5, 186365: 4, 192680: 3, 243413: 4, 261837: 4, 272070: 4, 274061: 4, 329542: 4, 332753: 5, 371220: 5, 382945: 5, 417170: 5, 424629: 4, 457898: 5, 461605: 4, 525318: 3}"
A275JW6UX0TXVY,"{4823: 5, 98549: 5, 138084: 4, 148563: 5, 204539: 5, 427600: 5, 446875: 4}"
AOY15YVA0GEUJ,{4823: 5}
AHLF5V8B3Z8C7,"{4823: 4, 20790: 4, 22963: 4, 36791: 5, 40269: 4, 61680: 1, 64720: 5, 85106: 4, 91393: 5, 97043: 3, 99022: 4, 107604: 2, 121258: 4, 131587: 4, 134614: 2, 145004: 1, 151365: 4, 159037: 1, 186154: 1, 203354: 3, 233235: 5, 237061: 5, 245020: 1, 265131: 5, 274407: 5, 283705: 2, 290197: 3, 293691: 4, 312106: 5, 332306: 1, 336207: 4, 350415: 1, 370333: 3, 380941: 4, 406018: 2, 414999: 4, 419683: 5, 436356: 5, 445494: 5, 468634: 5, 481879: 4, 485514: 3, 507864: 4}"
AO3LJL5FQJH5L,{4823: 5}
ALNLNU44Z5KPY,"{4823: 5, 131587: 4, 134431: 4, 337734: 5, 478782: 4}"
A35PI3RA676XDA,"{4823: 5, 51507: 5, 75934: 5, 172052: 5, 237782: 5, 306697: 5, 330390: 5, 378630: 5, 387547: 5, 481398: 5, 486974: 5}"
AK3QEKS97R935,"{4823: 5, 22877: 3, 210129: 4}"
A2UZ3J40HO8QYA,"{4823: 4, 59404: 3, 62023: 4, 117713: 5, 270926: 5, 274278: 4, 298344: 5, 326502: 5, 329003: 5, 329528: 5, 355237: 4, 411226: 4, 439070: 5, 494850: 4, 502177: 5, 508024: 4, 518785: 4}"
ASPC5C2DMGZVP,"{4823: 4, 32604: 5, 39983: 5, 44205: 3, 66044: 3, 100073: 3, 142687: 3, 332306: 5, 371474: 5, 389010: 1, 394170: 5, 416161: 5}"
AT32CZRB8HSJK,{4823: 5}
A22CJRJLMX6R5V,"{4823: 4, 186727: 1, 255975: 5}"
A276SL3RYB1Q62,"{4830: 5, 29950: 5, 44301: 5, 198608: 5, 317201: 5, 335323: 5}"
A51F9DWOCEF38,"{4833: 5, 8905: 5, 85565: 5, 193266: 5, 347756: 5}"
A2S2HIY9PK2O81,"{4885: 3, 185898: 5}"
AAE37CVWZIC2Z,{4895: 4}
A3E3MUBXSCSJJO,"{5424: 5, 139210: 5}"
A1J2A6WOZC167O,{4954: 5}
A38K2HEX70M49K,{5003: 1}
A20L3T2D09FAG1,"{5036: 4, 275364: 4, 405562: 2}"
A1XH6WG8HEGDER,{5438: 5}
A3VK5BZVGPK9CN,"{5438: 5, 69463: 4, 147790: 3}"
A2P5AI8NCJTNMA,{5438: 5}
A3IVLWGI6AAA2Z,{5438: 5}
A149JN7TFW5D1J,"{5117: 5, 44205: 5}"
A2XXPZ0F81POR7,"{7824: 4, 50008: 4, 71251: 2}"
A35EJC1KPNX4P,{5466: 5}
AHLFI8T49AKRW,"{7844: 5, 137153: 5, 142024: 1, 262969: 5, 481879: 4}"
A1TN7M4H8PKRE0,"{5472: 2, 63722: 5, 87778: 5, 129852: 5, 145311: 5, 174661: 1, 240390: 5, 337040: 5}"
A1S9SF3VZ4DSKW,"{5475: 5, 189623: 5, 192296: 4, 480827: 5, 488704: 4}"
A3AR8D56UPYFVC,{5490: 5}
AIZLD3ZS8IA26,"{5505: 5, 234541: 4}"
A1F80A9SR24413,"{5511: 2, 155741: 3}"
A2C8NHO9ESGF93,"{5536: 5, 146438: 5, 394708: 5}"
A3QKG7G6LPBTGA,"{5546: 3, 164237: 4, 168896: 4, 184915: 3, 299804: 5, 346853: 4, 521333: 4}"
A2IHCAEIM2FEA,"{5562: 3, 41172: 5, 119611: 5, 175295: 5, 214118: 5, 241357: 5, 263302: 1, 287107: 5, 386072: 5, 415351: 5, 436726: 5, 510090: 1, 511963: 1}"
A3FDPBB2Q928LF,"{5573: 3, 110856: 1, 176425: 5}"
A3793UGUW5SHE6,{5573: 4}
A34T47T2YMW3JM,"{5587: 5, 519725: 1}"
AVTCSAGXQ0O6N,{5609: 5}
A157CRCGJ2FUH7,"{5609: 5, 148320: 1, 339012: 4}"
