A2HLOMXD15UQ5F,"{2509: 5, 291734: 5}"
A2TCUFKLWLUIG0,"{43034: 1, 203654: 1, 484072: 1}"
A378NMF52IC0A,"{43052: 4, 270416: 1, 513024: 5}"
A3GWE04KO7GNM2,"{43087: 4, 50341: 4}"
A2HDGKZTI6VYPB,"{43093: 4, 59750: 4, 110996: 5, 133663: 4, 235152: 5, 269983: 4, 312106: 5, 368084: 4, 372283: 2, 374080: 1, 432139: 4, 461885: 4}"
AS06IL602FYYX,"{43104: 1, 72152: 5, 174873: 5, 297652: 5, 486772: 5}"
A3QMEABOIXOR9Z,{44931: 4}
AEMGP627LD6OI,{44931: 2}
A3JZ0ABI4S6EAZ,"{43141: 5, 44337: 3}"
A12DKQ9J2XCCD8,"{43144: 5, 63510: 5, 71292: 5, 88567: 5, 264764: 5, 473293: 5}"
A3JYXPSRJHF7BV,"{43144: 5, 89213: 4}"
A3FC30O49FZI8F,"{44933: 1, 237083: 1}"
AON4GJEW9QO2C,"{44934: 5, 296893: 5, 299686: 5, 328353: 5, 390928: 5, 487283: 5}"
A1RZ94AXZ2X76U,{43154: 1}
AOQ79MKHBULHR,{43159: 5}
ANK7K3LP6PZFV,"{44936: 5, 169838: 5}"
A26J6ER23E55UH,"{44936: 5, 77998: 5, 94949: 5, 202708: 3}"
A2UUCARE55DELY,"{44945: 4, 119581: 4, 139932: 4, 151607: 5, 164254: 4, 287822: 5, 302657: 1, 305701: 5, 417980: 1}"
AM3PCZCC30WIX,{43284: 5}
AQ2VL00OJY1MH,"{43284: 5, 120657: 5, 164327: 5, 164705: 4, 239883: 5, 394996: 3, 398124: 5, 462314: 4}"
AR8OAKDT1TKFH,{43284: 3}
A33K44M069VSGB,"{43284: 4, 50435: 4, 87918: 5, 153235: 1, 224705: 1, 352252: 5, 362931: 5}"
AL6ZM6P447ICG,{43303: 1}
ASM2OJRXV53AM,"{43308: 5, 500095: 5}"
AJ04MDTWUYO8D,"{43316: 2, 231361: 4, 321828: 5}"
A1IJ3CHM55KJIW,{43372: 4}
AAHC5QCCNUSFQ,{43380: 5}
A1NMODZFLBAOSZ,{43383: 1}
A2WKPRPUI9IGHC,"{43402: 5, 61512: 5, 93097: 5, 390218: 3}"
A35SFOBD0WXBKG,{43421: 4}
AXWL827F0G7OX,{43421: 1}
A22K3GSHYN6IMI,{43457: 5}
A2286Z42WFQ49F,"{43457: 1, 316077: 4, 404881: 2}"
A2HGZVUIJI3RPT,{43475: 5}
A25QPJL5TDJUBF,"{43512: 5, 170160: 3, 269410: 5}"
A3UHUEXUKERXCZ,"{43512: 5, 61823: 5, 100710: 5, 120599: 5, 122682: 5, 141675: 5, 149497: 5, 159297: 5, 199801: 5, 211938: 5, 237782: 5, 246922: 5, 260246: 5, 269410: 5, 393714: 5, 440422: 5, 444807: 5, 506089: 5}"
A34GFABUN84BS7,{43544: 1}
A32F26SPN2UBXJ,"{43544: 5, 483075: 5}"
A144L5T9WCB7MI,"{43544: 5, 54329: 5, 176048: 4, 203008: 5, 240847: 3, 340174: 4, 423815: 5}"
A31TS4M3YFW0LC,{43544: 5}
A1U7DCZQY9AD0,{43544: 5}
A2CUG5V842RIYU,"{43544: 5, 148491: 5, 183660: 5, 250479: 5}"
A2MIOAFHAVYQ5O,{43544: 2}
A2TFGAB9Q0B58O,"{43544: 5, 47649: 3, 152761: 3, 164597: 5, 211518: 5, 216086: 4, 355136: 5, 463332: 5}"
A2ZD3BSWSIPOND,"{43544: 1, 448785: 4}"
A339JMZQ59KQJ,"{43544: 5, 61346: 1, 271050: 5, 275042: 4}"
AGZF1W3UL1G2W,{43544: 5}
A20D1F36UAH23A,"{43544: 4, 343236: 4}"
AHLL8Z8T6FEGB,"{43544: 4, 387440: 5}"
A3FL81C6POTJDY,"{43544: 5, 51826: 4, 83306: 5, 235283: 1, 411355: 5, 484770: 4, 501056: 4, 513418: 5}"
A367I3HVBFNOLW,{43544: 5}
A28PQA66JO1FWI,"{43544: 1, 80947: 3, 160053: 5, 191513: 1, 257094: 2, 408966: 5, 419429: 3, 447369: 5}"
AQSNBMSZDADSW,"{43544: 1, 378483: 5}"
APEGB280WMBRL,{43544: 1}
AYW93PG50JOY9,"{43581: 3, 323204: 1}"
AHX7BZOLMAGRM,{43613: 2}
AHZGTMZ77LF92,"{43654: 4, 298809: 5, 416743: 5}"
A3F2TBHIPRY5PL,"{43668: 5, 162724: 5, 259801: 2, 402967: 5, 460975: 2, 480836: 5}"
A1KKNT2GP8S3B,{43669: 4}
A36S17K5YHQO9V,"{43669: 5, 265592: 5}"
A1UZWL9MJDHU97,"{43762: 5, 62679: 5, 83966: 5, 261891: 1, 299684: 2}"
A1V4WUYE5SURWA,"{43762: 5, 83804: 5}"
A2PDQ8GR7V29DP,{43785: 5}
A1E6FSMOR3D99C,"{43785: 4, 115113: 5, 115615: 5, 180655: 4, 425068: 5}"
A534HHCJQERGX,"{43799: 5, 99259: 4, 366976: 4}"
A1JYNWONJ27OYC,"{43874: 5, 80947: 5, 186393: 5, 191513: 5, 440740: 5}"
A3D3M86NLTWJQE,"{43874: 5, 80947: 5}"
A34W8YA4K9ZHH9,{43874: 3}
A12AMCBUFJYX9H,"{43874: 5, 89956: 5, 94016: 5, 96932: 4, 102247: 5, 184618: 5, 296325: 4, 330415: 5, 355136: 5, 398440: 5, 464459: 5, 468682: 5}"
AQ5258CEBABR2,{43874: 5}
A1C3NOZX7QJZRD,{43874: 4}
ALSH1LV5KNX4X,"{43900: 5, 85491: 5, 127855: 5, 174993: 5, 177101: 2, 196808: 5, 204403: 5, 248626: 5, 363648: 5, 509722: 3}"
A3IBWHVYU1VD8,"{43944: 3, 249281: 3}"
A2XSZY3KVAFWD6,{43945: 1}
A1SF9Y6JC5B0WA,{43970: 5}
A2D62HL9QTH87Z,{43974: 5}
A2ETNVZ3T3V2AA,"{44084: 5, 363326: 1}"
A3692BCFXZ166E,{44084: 5}
A3A6GXILVT9JNW,"{44084: 5, 75631: 5, 85754: 5, 125047: 5, 217334: 5, 257944: 4, 326234: 5, 416792: 3, 420155: 5}"
A397T67APEEASP,"{44084: 5, 75561: 5, 209509: 5, 308846: 5, 356624: 5, 448420: 4, 502779: 4}"
A3WV8KTGPFLNN,"{44095: 4, 75848: 5}"
A2U01UBYT36RW1,"{44981: 5, 63313: 5, 99698: 5, 146845: 5, 155675: 5, 241105: 5, 273496: 5, 438892: 5, 481879: 5}"
A2NJEFNKN5VHE9,"{44108: 5, 488075: 5}"
AAE1BOBJ1HQ5F,{44126: 5}
A2Z0HUD5Q5HXZ7,{44126: 2}
AY0ES5XQ10ZI6,{44129: 4}
A205BX2B6XHPZ,{44130: 5}
A9NKXG5M6QWS,{44131: 5}
A25XH09GFJSWXH,{44134: 1}
A2RPH1DCAVKJ92,"{44150: 5, 246276: 4}"
A3F7341LLB2CMZ,"{44197: 1, 311494: 5}"
AZNS2MW9DUSLM,{44205: 5}
A2UL3L2WT2WZIY,"{44205: 5, 161319: 1}"
A1OUU20P4AD9ZQ,"{44205: 5, 142606: 4}"
A313HCURML3J7V,{44257: 1}
A1U6AB80FE1Q93,"{44271: 5, 225883: 5, 318134: 5, 334796: 3, 506701: 5}"
A2UMM77F1DQFL8,{44284: 1}
ATMO10OMI3M1W,"{44285: 4, 164950: 5, 192426: 5, 214218: 5, 350500: 5, 377121: 5, 388834: 5}"
A21MXNUGML1RO2,{44301: 5}
AQF80WXPKN591,"{44301: 5, 145139: 5, 184368: 5, 323283: 5, 515403: 5}"
A3NMTXTXF9VRS7,{44301: 5}
A2GZBPJ1HTFM67,"{44324: 5, 65682: 5, 167400: 5, 196313: 5, 471653: 5, 499609: 5}"
A2EDUI8KPVYERH,{44335: 5}
A1BFOWM5WD9WYA,"{44389: 3, 46874: 4, 445692: 4}"
AIZMJTYK66YPL,"{44397: 4, 414255: 5}"
A3P6F30PQK5WCD,{44397: 5}
A2200137DUSZUY,"{44402: 5, 232425: 4, 470029: 5}"
A2TR5EZARPZ032,{44441: 5}
A1ZNJDMJWMGVZX,{44444: 5}
A25D1S360NZLIF,"{44478: 5, 327584: 5}"
A2K9NFIXRK5V20,{44478: 3}
ATZ1JGKZEH0JO,{44494: 5}
A1KCV0SHXZUA1I,"{44498: 3, 223874: 5}"
A1N48V6JN37P2G,"{44508: 5, 122371: 5, 138084: 5, 183298: 5, 212376: 3, 222430: 4, 238615: 5, 239454: 4, 256228: 5, 260865: 4, 274429: 5, 288949: 5, 305508: 5, 329567: 4, 355379: 5, 412810: 5, 416783: 5, 427023: 2, 437271: 5, 457696: 4, 465535: 4, 467209: 4, 476976: 5, 479629: 5, 495396: 5}"
ADIRPCPVP1VI,{44518: 4}
A3LZUET9MOQPZ0,{44572: 4}
A2N0B9DSO52MNW,"{44598: 5, 59903: 4, 143903: 5}"
A1UJ0EQ2L3J6BG,{44603: 5}
A33B14MBGA61HV,"{44603: 2, 241782: 5, 283172: 3, 414379: 5, 435846: 5, 458717: 5, 508415: 5}"
A2YADQDJYP6UYX,"{44603: 5, 48330: 1, 279468: 5, 286000: 5, 366668: 5, 440589: 5}"
A1EG6L6V6OC89O,{44603: 1}
A1YHDCLD1CSUC5,{44603: 1}
A2DZQU771VLTWN,{44618: 4}
A20NTVC0Y45VA8,"{44644: 5, 154985: 5}"
A3B7IG5E44EJLH,{44657: 5}
A5RG0H6BQ9FXC,{44657: 5}
AIRKJ5O7PWVJW,"{44736: 5, 195976: 1, 335944: 5, 408936: 4, 434860: 5, 500565: 5}"
A16TKX5SA77OB,{44745: 3}
A392BISUOP87TN,"{44755: 5, 348912: 5, 424623: 5}"
A338PA5TDCXYDG,{47318: 5}
A16IDT0SJ3PW39,{45018: 1}
A29XHNYRSZB7YD,{47323: 5}
AU5EARI0QPA5E,{45041: 5}
A1JW92HHXXTDTV,{47360: 4}
A32OXQCYGLEG54,"{45066: 5, 77516: 5, 111513: 5, 277101: 1, 320401: 5, 337167: 5, 374232: 5}"
A2OX7CCW0LMXFQ,"{45071: 4, 184931: 2}"
A4K1439QU39AH,"{45122: 5, 258258: 5, 263431: 5, 284203: 4, 321083: 4, 411336: 5}"
A2CCGH7F1BIKPI,{45123: 2}
AOMVQBX6AEKO9,"{45172: 5, 260467: 5}"
A1TDWPBND5NX3N,"{45207: 3, 496791: 5}"
A18KTS6EZ31EOI,{47398: 5}
AC3351EE2WE1M,{45213: 3}
A2DVFI2QFOJ3NL,{45213: 1}
A1TCW0F3NROQAA,"{45216: 5, 233175: 5, 327540: 5}"
A276FM0YSFQTTP,{45216: 5}
A1M2XYTYAYRJDR,"{45216: 1, 175873: 4}"
A182GVBK2G9CSG,{47407: 5}
A2BR4J1A70I96H,{47407: 5}
A1TKPRIG4QU7UT,{45252: 3}
A3NI1V7WYZXC3I,"{47415: 5, 59025: 5, 189770: 3, 247652: 3, 254165: 5, 294456: 5, 370218: 5, 384818: 5, 423672: 4, 501288: 5}"
A36I87MGGDA000,{45291: 1}
A3CBTGFOUPCH2S,"{45291: 1, 119652: 5, 201312: 5, 213586: 5, 214993: 5, 253423: 1, 390077: 5, 450144: 5}"
A2BGMSJ6IO5W7E,{45291: 1}
A3VZM816RMTTDC,"{45291: 5, 59903: 5, 205873: 4, 287154: 1}"
AWKKOHZW1PJRU,"{45331: 5, 109038: 4, 240335: 4, 308501: 5, 355319: 5, 391715: 4, 397122: 5}"
A2QFAEW3RU5JSF,{47423: 5}
A2YW9EQ4KOMD5D,{45344: 4}
A1NQSCG270ZK7I,{45358: 4}
A8XWFIDB8RF88,{45358: 1}
A22T2HRU9AJXBJ,{45358: 1}
A21567P6YODID9,"{47428: 3, 265749: 3, 304826: 2, 386108: 5, 523155: 4}"
A13HRBF6V8E8K2,"{47433: 4, 54530: 5, 57045: 4, 75089: 4, 75829: 5, 103176: 5, 107546: 4, 138182: 4, 139749: 5, 158880: 4, 211638: 5, 250642: 5, 298809: 2, 348456: 4, 451235: 2, 454822: 4, 498190: 5, 513878: 5}"
A2IHH56870LTZ8,"{47434: 2, 81843: 5, 126779: 5, 129423: 4, 139374: 5, 192282: 1, 192348: 5, 213530: 4, 218686: 5, 274953: 4, 323295: 4, 332504: 5, 351216: 4, 402416: 5, 412382: 5, 414014: 5, 438912: 4, 475571: 2, 499496: 4}"
AF8G5CVYX2LY6,{47434: 3}
A2T0D43OYE30PF,{45398: 5}
A2TXRNWH6ET2AL,{45398: 5}
A2PL69P8K3DJ11,"{45398: 5, 104409: 5, 112730: 5}"
A1G7GNQL3EWCHM,{45398: 5}
A287SY59MJ8AFY,"{45398: 5, 87052: 5, 166122: 5, 486152: 5}"
A3QNAIXQYN5ZJS,"{45398: 3, 74676: 4, 426345: 2}"
A6A8R36JT3MVO,"{45398: 5, 396810: 1}"
AD2VEI9H1LYHW,"{45398: 5, 266450: 3, 327540: 3}"
A3OBWPEQD45TBU,{45410: 5}
A3PB5FGPDR2U11,"{47440: 4, 172128: 4, 297545: 5, 413919: 4, 510878: 5}"
A1UG9XZ9P98WLV,"{47453: 5, 97723: 4}"
A33R1IAZDX8ERK,"{45480: 5, 71264: 2, 232496: 4, 400513: 4}"
A11C3XYJDF4BPH,{45489: 5}
A3JCZREB5CX76W,"{45510: 1, 423518: 5}"
AOVHW8LAP3PZQ,{45520: 1}
A10LCBYDZ71NOQ,"{45588: 5, 129652: 2, 164061: 4, 258735: 5, 279087: 1, 360332: 4, 395392: 5, 444450: 4, 468099: 4, 483972: 4}"
A3F1UAR2Y742PB,"{45598: 2, 447098: 4}"
APC6F532TBEZ1,"{45639: 3, 318217: 5}"
A2SQ4BRPXWPQDF,"{45666: 5, 423220: 5}"
A207GYOEWF6Q0D,"{45666: 5, 324132: 5}"
A1FK4NGNDB86WB,{45679: 3}
A18707R50H16BM,{45679: 1}
A1NM2CE2JJEBX3,{45679: 5}
AK2X6YZFCU9AF,{47479: 1}
A1BYAA2E51P3WC,"{45700: 1, 248827: 4}"
A29GIPVPGTYKRH,"{45718: 1, 127392: 5, 178092: 5, 491490: 5}"
A142LH8Q7TIX3O,"{45731: 5, 96292: 5, 116570: 5, 321762: 3}"
A2E561MDAOJ8XF,"{45749: 4, 63687: 5, 103938: 3}"
A31J4UA88RLTOX,{45782: 1}
A1SWBDOPW6HNS,"{45782: 5, 203070: 5, 317509: 5}"
ARAQSY49BSHX1,"{45783: 5, 158470: 4, 417591: 5}"
A1BKA7VKFNH0FY,{45783: 5}
A1QZOZ0VRKUOIK,"{45783: 5, 111111: 5, 266601: 5, 402632: 5, 471903: 5}"
A1T2TQ54NQZR2,"{45783: 5, 156897: 5, 243155: 4, 431883: 4}"
AYATRKGK7BKXZ,"{45814: 5, 102289: 5, 131282: 5, 216259: 4, 271615: 4, 426354: 5, 431342: 1, 447369: 5, 451732: 1, 478846: 5, 510411: 5}"
A1DS7UPDPXTSOG,{45814: 5}
A21DDV2FYJKUGX,"{45814: 5, 100935: 5, 337251: 3, 402885: 5, 402967: 4}"
A2NCK3D28B7Q5B,{45844: 1}
A1A2L72LQDD3QG,{45848: 2}
A2WLFU7PDOQG18,"{45859: 5, 92708: 1, 203248: 5, 245284: 1, 370240: 5}"
AX38BP4NPM7CZ,{45866: 2}
A19ZNM1T5PWNCO,{45866: 4}
A31S0QTOLFPVGQ,"{45866: 5, 53314: 4, 67319: 5, 115016: 5, 145666: 3, 223880: 1, 305508: 5, 331003: 1}"
A1YM5ORMH52GJA,{45897: 5}
A1C6T3V7QH7RHB,"{45897: 5, 313436: 4}"
A271I7UHCFUTDO,"{45899: 5, 378298: 5}"
A2K4Q98KFGRW,"{45899: 3, 223132: 5, 237782: 5, 283216: 5, 474348: 4, 479050: 5}"
AJM8T3W3A0BLY,"{45900: 5, 72394: 5, 96180: 5, 107851: 5, 142606: 3, 191476: 5, 204140: 5, 257094: 5, 261522: 5, 290880: 5, 350217: 5, 381579: 5, 390359: 5, 408201: 5, 420992: 4, 484632: 5}"
A7I9VM65OJS8W,"{45904: 3, 164207: 3, 203724: 4, 274940: 5}"
A13XSC3JNIMHJX,"{45904: 4, 207233: 5, 289446: 5, 300375: 5, 392503: 5, 472400: 5}"
A2URWQ8F7H3SHP,"{47496: 5, 86552: 5}"
A34OYXADWFAASQ,{47496: 5}
A1EHZJMZNM09WK,{47496: 2}
A11F7QMOD00D98,{47497: 5}
A28Z4H3M5FKFSL,{47497: 5}
A1RI7VTFFR1XIK,{47497: 3}
A3832QHIUL6TQS,"{45948: 1, 316597: 5, 452114: 5}"
ASQ21EM6BXISL,"{47503: 1, 134644: 5, 244544: 5}"
A3481BDWJQ6Q6G,"{45952: 4, 506276: 3}"
A30W4MHA68JJA5,"{45952: 2, 463413: 3}"
A2EK89S8SNBJR5,{45960: 2}
A1DRIMVVO9S90Y,{45961: 1}
A2GONGZDK1V6NO,"{45969: 3, 87104: 5, 95180: 5, 373771: 5}"
A38SG89DHTCBZF,{46068: 5}
A59RX5G3GXFKH,"{46068: 5, 72923: 4, 327414: 5}"
A2W7IX4C2WYX2I,"{46114: 1, 345530: 1, 349431: 3}"
A2ZG1MN6KIXK6B,{46115: 5}
A16EUAA5L1XG2P,{46119: 4}
AY12D04AW7YA9,{46119: 5}
A3COHLOOWU0HFS,{46133: 3}
A3JJJC1FD7XOK7,"{46140: 5, 371598: 5}"
A2T4B5M2Z2KNZF,"{46155: 5, 390218: 5}"
A3HEBQKBPC020P,{46169: 5}
AWX8TIXJV5T2G,"{46170: 5, 46943: 5, 114112: 5, 273634: 1, 410221: 5, 417832: 5}"
A1ZZ5MW0HZ0H9M,{46191: 5}
A38DWUGU7LMY1J,"{46199: 2, 101550: 3, 303531: 5}"
A19NPXEV2GU88I,"{46255: 3, 174459: 5, 271481: 5, 332311: 4, 469280: 2}"
A13K4N443YJPI5,{46255: 1}
AFKR7R75L6VEG,{46255: 4}
A2OD2MP3E62EY2,{46255: 5}
AF4CN85WRBME9,"{46255: 3, 390430: 3}"
A3JASUM7WU5715,{46286: 4}
A1S5SKHRNWJ38Q,"{46352: 5, 146433: 5, 368364: 5, 386990: 5}"
A1LN77V5JT8FZT,{46354: 5}
A21W3PQLHBP7BI,{46354: 5}
A2BEZ13IRQHDJV,"{46395: 4, 57121: 5}"
A25E6UH2APP77D,{46395: 1}
A13JCPAU521O5Y,"{46395: 5, 225540: 5, 364032: 5, 435042: 5}"
A1NL0BHVL6UQUZ,"{46408: 1, 135034: 1, 172759: 4, 196166: 1, 212946: 5, 240126: 1, 380867: 4, 391133: 2}"
A1FQOJHT9CHS14,{46467: 2}
A4KNQV0G1SLW7,"{46507: 5, 81063: 5, 94016: 5, 416160: 5, 432703: 5}"
A18T9LXJHIHX97,{46517: 3}
A28MCQZLH0L022,"{46529: 5, 180339: 5, 317157: 5, 322880: 5, 506185: 5}"
A2G6PWZ97Y5W3J,"{46529: 5, 94016: 4, 161677: 2, 231032: 5, 269831: 4, 388175: 5, 411630: 5}"
A16KZKWBEUHU2,{46532: 4}
AIY7QK87IEIR9,{46537: 5}
A3D81MTNEK4KL9,{46543: 5}
A1AB4J51PQVXQ5,"{46543: 5, 107103: 1, 261020: 3, 384048: 5}"
A2B17BII1E8IK6,{46557: 5}
A2OX5EPDULKKL9,"{46557: 4, 72611: 5, 173296: 4}"
A13QC1O1OBHDSH,{46614: 5}
AB3KOPKCZR1ZF,"{46614: 5, 294476: 5, 426179: 5}"
A1W45JKO0WD7MS,"{46616: 5, 133164: 5, 332504: 5, 413587: 3, 476561: 5}"
AX5IQPNMROKHJ,{46670: 5}
A3E82VTKRK4OY2,{46681: 5}
A3NINPSST8XIMZ,"{46760: 1, 98359: 1, 258588: 4, 283341: 5}"
A1SO8R7RW4ZTIA,"{46806: 5, 76803: 2, 117663: 5, 120424: 3, 137924: 1, 147901: 5, 293231: 3, 442461: 2}"
ANYB2FZIVOZJP,{46806: 5}
ARRZ59NE8Y77,"{46806: 5, 206834: 5}"
ANEV88VD6A0VH,{46806: 5}
A14ZNLYSV2U43U,"{46806: 5, 337005: 5, 463173: 1}"
A1A5VMS75TWLTO,"{46869: 5, 98625: 5}"
A2H396BAVY6683,{46869: 1}
A3FQ74HTH3V2OM,{46913: 4}
A329DJVT3RT8UI,"{46943: 5, 95510: 4, 295668: 5, 458598: 5, 475335: 4}"
A3TYKVMMFAFGC3,{46944: 5}
AEYWJ8CHYA4HX,"{46944: 5, 350045: 2}"
A1JR9ZVXTHR1KW,{46958: 5}
A2YEMOWP0URCP7,"{46974: 5, 447369: 4, 504612: 3}"
A1XW9D3EMBRI8H,{47001: 4}
A2FPKD0QX4H0RS,{47023: 5}
A1MS2TEVLQUTNJ,{47033: 4}
AJEV7YU1VGC7,{47055: 4}
A2PCFZM0IQWSTN,"{47067: 5, 119683: 4, 173553: 5, 257515: 2, 467452: 5}"
A15CWZ48V5T08W,"{47067: 5, 483075: 5}"
A37TS8BQ2RPKTT,{47067: 5}
A2QMJMQL6563UO,"{47067: 5, 102686: 5}"
AVNEX5X91LMNZ,{47067: 4}
AY9O8KACZERJ0,{47087: 5}
AA48CY9F4PQ2Q,"{47130: 2, 78155: 5, 140677: 1}"
A1L4VNTI7Z3TOF,"{47165: 5, 82761: 5, 156669: 3, 219312: 5}"
A25AK2PJ4H5G8U,{47165: 5}
A25PS2RNQUGB12,{47171: 1}
A3OO3LEFZJD7JY,"{47241: 3, 438839: 3, 487283: 5}"
A3777Y46ZH1OVL,"{50006: 1, 518000: 1}"
A2ENEFZ78Y2UZ3,{47593: 5}
A4Z68Q6AJER4B,{50045: 1}
AS3AY78KUHYUB,"{50050: 1, 117683: 1, 189601: 1, 446675: 1}"
A8RM7U7G3731O,{50050: 4}
A3RQC9YEQ95KLP,{50050: 1}
A1BMNYVDV80ZXZ,{47635: 4}
A23CUJAF6VHX42,{47649: 5}
A2NYZ3WL12SEBQ,"{47649: 5, 378387: 4, 391737: 4, 412570: 5, 449944: 5}"
A1IJV83EX3QKZK,"{47649: 5, 145313: 3, 146955: 5, 184618: 5}"
ABSK1PMKPOUSK,{47649: 5}
A13AKLM7PCKHET,"{47649: 3, 80105: 5, 227552: 2}"
A2U1DEZ7FCTXK7,{50059: 4}
A3BDI678KFLEOC,{47662: 5}
A1434RI7YUD4OB,{47689: 1}
A2396EF1PBLSPN,{47727: 5}
A2HPX9RSN2STAL,"{50071: 2, 307311: 2, 409905: 4}"
A1U5PY13W2LR14,{47750: 1}
A3W4VSAQKJUPKJ,"{47757: 2, 73139: 4}"
A8M2G2YWEO8TF,"{47789: 5, 146018: 3}"
A2NKX1209CXU61,"{47790: 3, 475149: 1}"
A1VO5IE2LRAFQX,"{47794: 3, 80717: 5, 224221: 4, 305694: 5, 355168: 4, 398647: 5, 428307: 5, 436516: 5, 478923: 5, 478965: 5, 505346: 5, 523778: 4}"
A1HQWHLUF0L9HG,{47826: 5}
AYBLY4KZG39NB,{50090: 5}
A3VXDJV7CYLYFI,{47844: 5}
A1BC50RBZZ6DWZ,"{47844: 4, 176872: 4}"
AA4Y0ZS1MOC4B,"{47879: 5, 234971: 1}"
A3W3IMAQPXYO3H,"{47899: 5, 158435: 5, 242430: 5, 396968: 5}"
A3GTI34WXT5VMW,"{50104: 1, 247538: 2, 346592: 5}"
A20WTJFHJ3JJD5,"{47923: 5, 204505: 5}"
A186XX44HYEJ7M,"{50106: 5, 217546: 2}"
A1NP2KJZPKSCOA,{47942: 2}
A2MA6XHDVXLF4S,{47966: 4}
A1REC740SUUZAD,{50114: 2}
A3IA7FYFVI79CT,"{50114: 5, 50353: 5, 96641: 5, 98819: 5, 103652: 5, 232061: 5, 249098: 5, 268954: 3, 285218: 4, 352502: 2, 402359: 5, 420775: 4, 424742: 5, 475521: 3, 505815: 5, 508345: 4}"
A2XE496Y9FM4CJ,{47968: 5}
A2V616RYSOO04S,{50115: 5}
A23EB13U4M4GRK,{47980: 4}
A22W3HKL22CWCH,{47996: 5}
A2ZXE8A5Q2U80R,{48036: 5}
A3BTIQU08FR98E,{48044: 5}
A10BWJKJDMJ2M9,"{48062: 5, 151474: 5}"
A3X11PRMKHHPU,{48062: 5}
A2EN3MGC3JPVZB,"{50129: 5, 478146: 5}"
A1EEZYON89SZN0,{48080: 4}
A8WTNNIQ8PXS2,{50130: 5}
A1GUU2XCWZM8WR,"{48137: 3, 471449: 5}"
A28FOZBIUPRJHM,{48166: 5}
AKPYSHLBYTTDM,{48191: 5}
A1MN2IJ6WYJEOX,"{48221: 5, 179544: 5, 466205: 5, 485382: 4}"
A316HLSXWYV1QX,"{48234: 5, 70330: 4, 85119: 5, 148253: 3, 190685: 4, 241972: 5, 266033: 5, 356294: 5, 425835: 5, 502888: 4}"
A1AEQZM99LO9VA,"{48241: 5, 58549: 5, 111258: 2, 178508: 5, 203227: 5, 214048: 5, 223020: 5, 245565: 2, 284336: 5, 310345: 5, 315768: 5, 366442: 5, 402620: 5, 495640: 5, 502295: 4, 505676: 5, 516038: 5, 523549: 5}"
A3S216HUQ4XWEN,{48271: 4}
A1KL9BFEB5LW4A,{50153: 5}
AUF8Z6AT1GVBJ,"{48324: 2, 83714: 4, 209275: 3, 224202: 5, 258750: 5, 300482: 5, 327414: 4, 505502: 4}"
A3AZQPRV3XS45A,"{48329: 4, 280424: 4}"
A3HMPFYC9EDUBQ,"{48365: 4, 125767: 2}"
A2MZDJLS350GDV,"{48372: 2, 56856: 5, 80550: 5, 174459: 5, 270491: 5, 294476: 4}"
AS3JFS2IM0OTX,"{48372: 2, 307315: 1}"
APNPXNOQ5V5AJ,"{48393: 5, 130615: 5, 314395: 4, 368195: 5}"
A35VNCR32UG2JU,"{48399: 5, 216326: 5}"
A3OADNATK9MUWB,{48437: 4}
AFCE851WAK78P,"{48458: 4, 157060: 5, 190770: 5, 459312: 5, 503669: 5}"
A2WSFMHZNVALUT,"{48484: 3, 148491: 5, 202534: 2}"
A2OLYZ8DKCUR3W,{48489: 4}
A1TPIZXH00TDNH,"{48495: 4, 159018: 5, 232599: 5, 310451: 5, 336170: 5, 426632: 5}"
A2SXO5611D4A08,"{48528: 2, 304878: 2}"
ABCC986BVBVET,"{48530: 5, 168688: 5}"
A2KZ0LGHID9Z0W,"{48530: 5, 208365: 5, 266755: 5}"
A23USWZNAML9OC,{48530: 5}
A2TKEEOBMN1BGK,{48535: 5}
A1SASZ7CFEJWO1,{48579: 1}
A47E9ARSSNBUN,{48626: 1}
ANLNKD3V60JYR,{48626: 4}
A3UPHISKK81QDR,"{48626: 5, 69059: 1, 95546: 4, 114285: 5, 195911: 5, 390218: 3, 472197: 3, 478255: 3, 513660: 3}"
A2CQ5Y2J7Y7Y3G,{48765: 4}
A3CK1EYALA8AD4,"{48786: 1, 499104: 2}"
A18PDMLP8YNA0A,{48812: 5}
A3BAJNJBWZMPSP,"{48822: 5, 123598: 2}"
A1Y0NLR401MIXM,"{48822: 5, 91422: 5}"
A2JSXEPMAKU4U6,"{48873: 4, 365730: 5}"
ADT623O5VKZ4V,{48880: 1}
A19W9IBLBT398O,"{48889: 4, 168369: 4}"
A2M2YAVDJVZHWG,"{48889: 5, 310834: 2, 381363: 1}"
A38TRCH3F1VF6,"{48889: 5, 344586: 5, 399788: 4, 408197: 4}"
A2DG2AMSZRV08R,{48904: 4}
A350UAAI3U17MW,"{48914: 4, 72612: 2, 217334: 3}"
A6IIE4EMHTGTW,{48954: 5}
AJ378JX2GH1KR,"{48963: 5, 189940: 5, 221590: 2}"
A2W0BR6Q8VGHXQ,"{48963: 5, 121062: 2, 436184: 3}"
ABD6CH9O5XQ2L,{48963: 5}
AO59ENT5FY7P0,"{48964: 3, 464380: 5}"
AXK0ZLYKEWFD8,"{48965: 1, 264495: 5, 463438: 3}"
